id_registro,flor,id_cinetica,compuesto,T_C,relacion,disolvente,tiempo_min,A_band1,A_band2,A_band3,conc_band1,conc_band2,conc_band3,conc_promedio,metrica_conc
1,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,15,0.002,0.008,0.004,0.333680297,1.33472119,0.667360595,0.778587361,mg/L
2,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,30,0.009,0.014,0.014,1.501561338,2.335762082,2.335762082,2.057695167,mg/L
3,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,60,0.015,0.01,0.015,2.50260223,1.668401487,2.50260223,2.224535316,mg/L
4,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,90,0.014,0.018,0.013,2.335762082,3.003122677,2.168921933,2.50260223,mg/L
5,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,120,0.014,0.003,0.016,2.335762082,0.500520446,2.669442379,1.835241636,mg/L
6,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,150,0.015,0.013,0.01,2.50260223,2.168921933,1.668401487,2.11330855,mg/L
7,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,180,0.02,0.007,0.013,3.336802974,1.167881041,2.168921933,2.224535316,mg/L
8,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,210,0.016,0.007,0.015,2.669442379,1.167881041,2.50260223,2.11330855,mg/L
9,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,240,0.014,0.017,0.007,2.335762082,2.836282528,1.167881041,2.11330855,mg/L
10,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,270,0.01,0.012,0.012,1.668401487,2.002081784,2.002081784,1.890855019,mg/L
11,Clitoria_ternatea,1,Antocianinas ,60,1_30,Agua75_ETA25,300,0.012,0.009,0.006,2.002081784,1.501561338,1.001040892,1.501561338,mg/L
12,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,15,0.01,0.017,0.01,1.668401487,2.836282528,1.668401487,2.057695167,mg/L
13,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,30,0.021,0.015,0.016,3.503643123,2.50260223,2.669442379,2.891895911,mg/L
14,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,60,0.016,0.012,0.006,2.669442379,2.002081784,1.001040892,1.890855019,mg/L
15,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,90,0.014,0.019,0.015,2.335762082,3.169962825,2.50260223,2.669442379,mg/L
16,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,120,0.016,0.027,0.02,2.669442379,4.504684015,3.336802974,3.503643123,mg/L
17,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,150,0.02,0.008,0.026,3.336802974,1.33472119,4.337843866,3.003122677,mg/L
18,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,180,0.022,0.019,0.022,3.670483271,3.169962825,3.670483271,3.503643123,mg/L
19,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,210,0.017,0.029,0.019,2.836282528,4.838364312,3.169962825,3.614869888,mg/L
20,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,240,0.01,0.019,0.014,1.668401487,3.169962825,2.335762082,2.391375465,mg/L
21,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,270,0.022,0.016,0.013,3.670483271,2.669442379,2.168921933,2.836282528,mg/L
22,Clitoria_ternatea,2,Antocianinas ,75,1_30,Agua75_ETA25,300,0.007,0.012,0.005,1.167881041,2.002081784,0.834200743,1.33472119,mg/L
23,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,15,0.016,0.026,0.045,2.669442379,4.337843866,7.507806691,4.838364312,mg/L
24,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,30,0.028,0.026,0.033,4.671524164,4.337843866,5.505724907,4.838364312,mg/L
25,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,60,0.039,0.057,0.021,6.506765799,9.509888476,3.503643123,6.506765799,mg/L
26,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,90,0.037,0.036,0.037,6.173085502,6.006245353,6.173085502,6.117472119,mg/L
27,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,120,0.039,0.039,0.046,6.506765799,6.506765799,7.67464684,6.89605948,mg/L
28,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,150,0.037,0.045,0.038,6.173085502,7.507806691,6.339925651,6.673605948,mg/L
29,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,180,0.039,0.032,0.049,6.506765799,5.338884758,8.175167286,6.673605948,mg/L
30,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,210,0.036,0.044,0.045,6.006245353,7.340966543,7.507806691,6.951672862,mg/L
31,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,240,0.047,0.047,0.06,7.841486989,7.841486989,10.01040892,8.564460967,mg/L
32,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,270,0.038,0.037,0.032,6.339925651,6.173085502,5.338884758,5.95063197,mg/L
33,Clitoria_ternatea,3,Antocianinas ,60,1_10,Agua75_ETA25,300,0.055,0.048,0.042,9.176208178,8.008327138,7.007286245,8.06394052,mg/L
34,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,15,0.062,0.067,0.048,10.34408922,11.17828996,8.008327138,9.843568773,mg/L
35,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,30,0.046,0.035,0.038,7.67464684,5.839405204,6.339925651,6.617992565,mg/L
36,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,60,0.033,0.038,0.028,5.505724907,6.339925651,4.671524164,5.505724907,mg/L
37,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,90,0.048,0.047,0.047,8.008327138,7.841486989,7.841486989,7.897100372,mg/L
38,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,120,0.04,0.038,0.051,6.673605948,6.339925651,8.508847584,7.174126394,mg/L
39,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,150,0.041,0.035,0.069,6.840446097,5.839405204,11.51197026,8.06394052,mg/L
40,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,180,0.08,0.041,0.06,13.3472119,6.840446097,10.01040892,10.0660223,mg/L
41,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,210,0.073,0.037,0.063,12.17933086,6.173085502,10.51092937,9.621115242,mg/L
42,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,240,0.038,0.035,0.057,6.339925651,5.839405204,9.509888476,7.229739777,mg/L
43,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,270,0.038,0.036,0.066,6.339925651,6.006245353,11.01144981,7.785873606,mg/L
44,Clitoria_ternatea,4,Antocianinas ,75,1_10,Agua75_ETA25,300,0.029,0.05,0.04,4.838364312,8.342007435,6.673605948,6.617992565,mg/L
45,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,15,0.02,0.021,0.017,3.336802974,3.503643123,2.836282528,3.225576208,mg/L
46,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,30,0.012,0.027,0.01,2.002081784,4.504684015,1.668401487,2.725055762,mg/L
47,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,60,0.009,0.018,0.02,1.501561338,3.003122677,3.336802974,2.613828996,mg/L
48,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,90,0.02,0.018,0.023,3.336802974,3.003122677,3.83732342,3.392416357,mg/L
49,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,120,0.035,0.027,0.021,5.839405204,4.504684015,3.503643123,4.615910781,mg/L
50,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,150,0.026,0.034,0.012,4.337843866,5.672565056,2.002081784,4.004163569,mg/L
51,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,180,0.033,0.028,0.025,5.505724907,4.671524164,4.171003717,4.782750929,mg/L
52,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,210,0.02,0.019,0.028,3.336802974,3.169962825,4.671524164,3.726096654,mg/L
53,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,240,0.024,0.021,0.027,4.004163569,3.503643123,4.504684015,4.004163569,mg/L
54,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,270,0.022,0.022,0.023,3.670483271,3.670483271,3.83732342,3.726096654,mg/L
55,Clitoria_ternatea,5,Antocianinas ,60,1_20,Agua50_ETA50,300,0,0.007,0.004,0,1.167881041,0.667360595,0.611747212,mg/L
56,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,15,0.029,0.048,0.024,4.838364312,8.008327138,4.004163569,5.616951673,mg/L
57,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,30,0.019,0.031,0.013,3.169962825,5.17204461,2.168921933,3.503643123,mg/L
58,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,60,0.025,0.024,0.031,4.171003717,4.004163569,5.17204461,4.449070632,mg/L
59,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,90,0.041,0.034,0.026,6.840446097,5.672565056,4.337843866,5.616951673,mg/L
60,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,120,0.025,0.038,0.017,4.171003717,6.339925651,2.836282528,4.449070632,mg/L
61,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,150,0.04,0.016,0.035,6.673605948,2.669442379,5.839405204,5.060817844,mg/L
62,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,180,0.03,0.035,0.033,5.005204461,5.839405204,5.505724907,5.450111524,mg/L
63,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,210,0.039,0.04,0.037,6.506765799,6.673605948,6.173085502,6.451152416,mg/L
64,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,240,0.046,0.041,0.045,7.67464684,6.840446097,7.507806691,7.340966543,mg/L
65,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,270,0.031,0.063,0.056,5.17204461,10.51092937,9.343048327,8.342007435,mg/L
66,Clitoria_ternatea,6,Antocianinas ,75,1_20,Agua50_ETA50,300,0.046,0.043,0.036,7.67464684,7.174126394,6.006245353,6.951672862,mg/L
67,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,15,0.008,0.009,0.001,1.33472119,1.501561338,0.166840149,1.001040892,mg/L
68,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,30,0.005,0.009,0.009,0.834200743,1.501561338,1.501561338,1.279107807,mg/L
69,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,60,0.016,0.016,0.016,2.669442379,2.669442379,2.669442379,2.669442379,mg/L
70,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,90,0.009,0.016,0.016,1.501561338,2.669442379,2.669442379,2.280148699,mg/L
71,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,120,0.021,0.009,0.012,3.503643123,1.501561338,2.002081784,2.335762082,mg/L
72,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,150,0.021,0.006,0.018,3.503643123,1.001040892,3.003122677,2.50260223,mg/L
73,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,180,0.026,0.022,0.017,4.337843866,3.670483271,2.836282528,3.614869888,mg/L
74,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,210,0.018,0.02,0.026,3.003122677,3.336802974,4.337843866,3.559256506,mg/L
75,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,240,0.03,0.036,0.02,5.005204461,6.006245353,3.336802974,4.782750929,mg/L
76,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,270,0.026,0.013,0.019,4.337843866,2.168921933,3.169962825,3.225576208,mg/L
77,Clitoria_ternatea,7,Antocianinas ,60,1_20,Agua100,300,0.018,0.022,0.025,3.003122677,3.670483271,4.171003717,3.614869888,mg/L
78,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,15,0.011,0.025,0.019,1.835241636,4.171003717,3.169962825,3.058736059,mg/L
79,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,30,0.025,0.035,0.03,4.171003717,5.839405204,5.005204461,5.005204461,mg/L
80,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,60,0.028,0.013,0.016,4.671524164,2.168921933,2.669442379,3.169962825,mg/L
81,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,90,0.023,0.03,0.018,3.83732342,5.005204461,3.003122677,3.948550186,mg/L
82,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,120,0.025,0.02,0.018,4.171003717,3.336802974,3.003122677,3.503643123,mg/L
83,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,150,0.017,0.014,0.024,2.836282528,2.335762082,4.004163569,3.058736059,mg/L
84,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,180,0.021,0.013,0.018,3.503643123,2.168921933,3.003122677,2.891895911,mg/L
85,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,210,0.008,0.005,0.019,1.33472119,0.834200743,3.169962825,1.779628253,mg/L
86,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,240,0.009,0.009,0.009,1.501561338,1.501561338,1.501561338,1.501561338,mg/L
87,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,270,0.014,0.015,0.009,2.335762082,2.50260223,1.501561338,2.11330855,mg/L
88,Clitoria_ternatea,8,Antocianinas ,75,1_20,Agua100,300,0.002,0.014,0.012,0.333680297,2.335762082,2.002081784,1.557174721,mg/L
89,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,15,0.01,0.012,0.014,1.668401487,2.002081784,2.335762082,2.002081784,mg/L
90,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,30,0.005,0.026,0.007,0.834200743,4.337843866,1.167881041,2.11330855,mg/L
91,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,60,0.015,0.004,0.017,2.50260223,0.667360595,2.836282528,2.002081784,mg/L
92,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,90,0.005,0.008,0.028,0.834200743,1.33472119,4.671524164,2.280148699,mg/L
93,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,120,0.015,0.023,0.011,2.50260223,3.83732342,1.835241636,2.725055762,mg/L
94,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,150,0.011,0.019,0.019,1.835241636,3.169962825,3.169962825,2.725055762,mg/L
95,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,180,0.019,0.014,0.027,3.169962825,2.335762082,4.504684015,3.336802974,mg/L
96,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,210,0.009,0.01,0.009,1.501561338,1.668401487,1.501561338,1.557174721,mg/L
97,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,240,0.012,0.015,0.017,2.002081784,2.50260223,2.836282528,2.446988848,mg/L
98,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,270,0.008,0.012,0.022,1.33472119,2.002081784,3.670483271,2.335762082,mg/L
99,Clitoria_ternatea,9,Antocianinas ,67.5,1_30,Agua50_ETA50,300,0.008,0.01,0.023,1.33472119,1.668401487,3.83732342,2.280148699,mg/L
100,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,15,0.036,0.021,0.047,6.006245353,3.503643123,7.841486989,5.783791822,mg/L
101,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,30,0.028,0.043,0.038,4.671524164,7.174126394,6.339925651,6.061858736,mg/L
102,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,60,0.041,0.032,0.036,6.840446097,5.338884758,6.006245353,6.061858736,mg/L
103,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,90,0.052,0.032,0.039,8.675687732,5.338884758,6.506765799,6.840446097,mg/L
104,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,120,0.039,0.033,0.035,6.506765799,5.505724907,5.839405204,5.95063197,mg/L
105,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,150,0.023,0.025,0.033,3.83732342,4.171003717,5.505724907,4.504684015,mg/L
106,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,180,0.027,0.012,0.045,4.504684015,2.002081784,7.507806691,4.671524164,mg/L
107,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,210,0.018,0.03,0.051,3.003122677,5.005204461,8.508847584,5.505724907,mg/L
108,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,240,0.037,0.035,0.033,6.173085502,5.839405204,5.505724907,5.839405204,mg/L
109,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,270,0.047,0.046,0.039,7.841486989,7.67464684,6.506765799,7.340966543,mg/L
110,Clitoria_ternatea,10,Antocianinas ,67.5,1_10,Agua50_ETA50,300,0.045,0.06,0.054,7.507806691,10.01040892,9.00936803,8.842527881,mg/L
111,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,15,0.001,0.01,0.006,0.166840149,1.668401487,1.001040892,0.945427509,mg/L
112,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,30,0.015,0.013,0.009,2.50260223,2.168921933,1.501561338,2.057695167,mg/L
113,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,60,0.013,0.022,0.011,2.168921933,3.670483271,1.835241636,2.558215613,mg/L
114,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,90,0.015,0.013,0.016,2.50260223,2.168921933,2.669442379,2.446988848,mg/L
115,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,120,0.015,0.018,0.012,2.50260223,3.003122677,2.002081784,2.50260223,mg/L
116,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,150,0.017,0.013,0.022,2.836282528,2.168921933,3.670483271,2.891895911,mg/L
117,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,180,0.013,0.01,0.012,2.168921933,1.668401487,2.002081784,1.946468401,mg/L
118,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,210,0.021,0.015,0.011,3.503643123,2.50260223,1.835241636,2.613828996,mg/L
119,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,240,0.018,0.011,0.013,3.003122677,1.835241636,2.168921933,2.335762082,mg/L
120,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,270,0.014,0.007,0.011,2.335762082,1.167881041,1.835241636,1.779628253,mg/L
121,Clitoria_ternatea,11,Antocianinas ,67.5,1_30,Agua100,300,0.009,0.008,0.013,1.501561338,1.33472119,2.168921933,1.668401487,mg/L
122,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,15,0.03,0.029,-0.007,5.005204461,4.838364312,-1.167881041,2.891895911,mg/L
123,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,30,0.023,0.037,0.043,3.83732342,6.173085502,7.174126394,5.728178439,mg/L
124,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,60,0.051,0.029,0.054,8.508847584,4.838364312,9.00936803,7.452193309,mg/L
125,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,90,0.061,0.031,0.046,10.17724907,5.17204461,7.67464684,7.67464684,mg/L
126,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,120,0.069,0.039,0.043,11.51197026,6.506765799,7.174126394,8.397620818,mg/L
127,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,150,0.069,0.063,0.047,11.51197026,10.51092937,7.841486989,9.954795539,mg/L
128,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,180,0.067,0.046,0.064,11.17828996,7.67464684,10.67776952,9.843568773,mg/L
129,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,210,0.047,0.067,0.039,7.841486989,11.17828996,6.506765799,8.508847584,mg/L
130,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,240,0.045,0.046,0.064,7.507806691,7.67464684,10.67776952,8.620074349,mg/L
131,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,270,0.035,0.028,0.053,5.839405204,4.671524164,8.842527881,6.451152416,mg/L
132,Clitoria_ternatea,12,Antocianinas ,67.5,1_10,Agua100,300,0.057,0.018,0.035,9.509888476,3.003122677,5.839405204,6.117472119,mg/L
133,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,15,0.014,0.016,0.023,2.335762082,2.669442379,3.83732342,2.947509294,mg/L
134,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,30,0.019,0.04,0.031,3.169962825,6.673605948,5.17204461,5.005204461,mg/L
135,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,60,0.012,0.014,0.01,2.002081784,2.335762082,1.668401487,2.002081784,mg/L
136,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,90,0.024,0.033,0.024,4.004163569,5.505724907,4.004163569,4.504684015,mg/L
137,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,120,0.018,0.039,0.034,3.003122677,6.506765799,5.672565056,5.060817844,mg/L
138,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,150,0.03,0.017,0.036,5.005204461,2.836282528,6.006245353,4.615910781,mg/L
139,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,180,0.036,0.029,0.021,6.006245353,4.838364312,3.503643123,4.782750929,mg/L
140,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,210,0.028,0.019,0.032,4.671524164,3.169962825,5.338884758,4.393457249,mg/L
141,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,240,0.011,0.018,0.03,1.835241636,3.003122677,5.005204461,3.281189591,mg/L
142,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,270,0.012,0.025,0.013,2.002081784,4.171003717,2.168921933,2.780669145,mg/L
143,Clitoria_ternatea,13,Antocianinas ,67.5,1_20,Agua75_ETA25,300,0.012,0.019,0.029,2.002081784,3.169962825,4.838364312,3.336802974,mg/L
144,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,15,0.047,0.057,0.05,7.841486989,9.509888476,8.342007435,8.564460967,mg/L
145,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,30,0.038,0.027,0.049,6.339925651,4.504684015,8.175167286,6.339925651,mg/L
146,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,60,0.031,0.06,0.056,5.17204461,10.01040892,9.343048327,8.175167286,mg/L
147,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,90,0.033,0.046,0.03,5.505724907,7.67464684,5.005204461,6.061858736,mg/L
148,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,120,0.04,0.055,0.024,6.673605948,9.176208178,4.004163569,6.617992565,mg/L
149,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,150,0.061,0.022,0.049,10.17724907,3.670483271,8.175167286,7.340966543,mg/L
150,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,180,0.036,0.039,0.065,6.006245353,6.506765799,10.84460967,7.785873606,mg/L
151,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,210,0.06,0.047,0.022,10.01040892,7.841486989,3.670483271,7.174126394,mg/L
152,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,240,0.038,0.054,0.045,6.339925651,9.00936803,7.507806691,7.619033457,mg/L
153,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,270,0.034,0.032,0.072,5.672565056,5.338884758,12.01249071,7.67464684,mg/L
154,Clitoria_ternatea,14,Antocianinas ,67.5,1_20,Agua75_ETA25,300,0.014,0.042,0.043,2.335762082,7.007286245,7.174126394,5.505724907,mg/L
155,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,15,0.018,0.015,0.018,3.003122677,2.50260223,3.003122677,2.836282528,mg/L
156,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,30,0.023,0.021,0.031,3.83732342,3.503643123,5.17204461,4.171003717,mg/L
157,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,60,0.046,0.032,0.028,7.67464684,5.338884758,4.671524164,5.895018587,mg/L
158,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,90,0.031,0.034,0.06,5.17204461,5.672565056,10.01040892,6.951672862,mg/L
159,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,120,0.046,0.037,0.034,7.67464684,6.173085502,5.672565056,6.506765799,mg/L
160,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,150,0.037,0.039,0.051,6.173085502,6.506765799,8.508847584,7.062899628,mg/L
161,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,180,0.043,0.04,0.054,7.174126394,6.673605948,9.00936803,7.619033457,mg/L
162,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,210,0.019,0.028,0.035,3.169962825,4.671524164,5.839405204,4.560297398,mg/L
163,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,240,0.022,0.028,0.049,3.670483271,4.671524164,8.175167286,5.505724907,mg/L
164,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,270,0.039,0.02,0.056,6.506765799,3.336802974,9.343048327,6.395539033,mg/L
165,Clitoria_ternatea,15,Antocianinas ,67.5,1_20,Agua75_ETA25,300,0.027,0.035,0.019,4.504684015,5.839405204,3.169962825,4.504684015,mg/L
166,Clitoria_ternatea,1,Fenoles,60,1_30,Agua75_ETA25,15,0.474,0.434,0.57,0.518308883,0.4721035,0.629201802,0.539871395,mg/L
167,Clitoria_ternatea,1,Fenoles,60,1_30,Agua75_ETA25,30,0.449,0.476,0.446,0.489430519,0.520619152,0.485965115,0.498671595,mg/L
168,Clitoria_ternatea,1,Fenoles,60,1_30,Agua75_ETA25,60,0.47,0.479,0.414,0.513688345,0.524084556,0.449000809,0.495591236,mg/L
169,Clitoria_ternatea,1,Fenoles,60,1_30,Agua75_ETA25,90,0.48,0.615,0.513,0.52523969,0.681182858,0.563359131,0.589927227,mg/L
170,Clitoria_ternatea,1,Fenoles,60,1_30,Agua75_ETA25,120,0.511,0.499,0.532,0.561048862,0.547187247,0.585306688,0.564514266,mg/L
